        time         |   x    |   y    |  cell   |      rx_level       
 2007-05-28 13:31:32 | 162865 | 591155 | SBAKOV1 |                 -75
 2007-05-28 13:34:11 | 162870 | 589840 | SBAKOV1 | -86.666702270507812
 2007-05-28 13:31:31 | 162870 | 591160 | SBAKOV1 |               -75.5
 2007-05-28 13:34:12 | 162880 | 589835 | SBAKOV1 |                 -86
 2007-05-28 13:31:30 | 162880 | 591170 | SBAKOV1 |               -77.5
 2007-05-28 13:34:12 | 162885 | 589835 | SBAKOV1 |                 -84
 2007-05-28 13:31:30 | 162885 | 591180 | SBAKOV1 | -76.285697937011719
 2007-05-28 13:34:12 | 162890 | 589830 | SBAKOV1 |                 -84
 2007-05-28 13:34:13 | 162895 | 589830 | SBAKOV1 | -80.428596496582031
 2007-05-28 13:31:29 | 162895 | 591190 | SBAKOV1 |               -77.5
 2007-05-28 13:34:13 | 162900 | 589825 | SBAKOV1 | -82.909103393554688
 2007-05-28 13:31:29 | 162900 | 591195 | SBAKOV1 |                 -78
 2007-05-28 13:31:29 | 162905 | 591205 | SBAKOV1 |                 -78
 2007-05-28 13:34:14 | 162910 | 589825 | SBAKOV1 | -82.833297729492188
 2007-05-28 13:31:28 | 162910 | 591210 | SBAKOV1 | -78.599998474121094
 2007-05-28 13:34:15 | 162915 | 589820 | SBAKOV1 |              -82.25
 2007-05-28 13:31:28 | 162915 | 591220 | SBAKOV1 |              -79.75
 2007-05-28 13:34:15 | 162920 | 589815 | SBAKOV1 |                 -82
 2007-05-28 13:34:16 | 162925 | 589815 | SBAKOV1 | -80.199996948242188
 2007-05-28 13:31:27 | 162925 | 591225 | SBAKOV1 |              -80.75
 2007-05-28 13:34:16 | 162930 | 589810 | SBAKOV1 |                 -82
 2007-05-28 13:31:27 | 162930 | 591235 | SBAKOV1 |               -79.5
 2007-05-28 13:34:17 | 162935 | 589810 | SBAKOV1 |                 -82
 2007-05-28 13:31:26 | 162935 | 591245 | SBAKOV1 |              -76.75
 2007-05-28 13:31:26 | 162940 | 591250 | SBAKOV1 | -76.599998474121094
 2007-05-28 13:34:17 | 162945 | 589805 | SBAKOV1 | -82.400001525878906
 2007-05-28 13:31:25 | 162945 | 591260 | SBAKOV1 |              -76.25
 2007-05-28 13:34:18 | 162950 | 589805 | SBAKOV1 | -80.199996948242188
 2007-05-28 13:34:18 | 162955 | 589800 | SBAKOV1 |                 -76
 2007-05-28 13:31:25 | 162955 | 591270 | SBAKOV1 |               -77.5
 2007-05-28 13:34:19 | 162960 | 589800 | SBAKOV1 |               -75.5
 2007-05-28 13:31:24 | 162960 | 591275 | SBAKOV1 |                 -78
 2007-05-28 13:34:19 | 162965 | 589795 | SBAKOV1 | -70.800003051757812
 2007-05-28 13:31:24 | 162965 | 591285 | SBAKOV1 |                 -78
 2007-05-28 13:31:23 | 162970 | 591295 | SBAKOV1 |              -78.75
 2007-05-28 13:34:20 | 162975 | 589795 | SBAKOV1 |                 -66
 2007-05-28 13:31:23 | 162975 | 591305 | SBAKOV1 |                 -79
 2007-05-28 13:34:20 | 162980 | 589790 | SBAKOV1 | -69.199996948242188
 2007-05-28 13:31:22 | 162980 | 591310 | SBAKOV1 |                 -79
 2007-05-28 13:34:20 | 162985 | 589785 | SBAKOV1 | -74.400001525878906
 2007-05-28 13:31:21 | 162990 | 591320 | SBAKOV1 | -78.571403503417969
 2007-05-28 13:34:21 | 162995 | 589785 | SBAKOV1 |                 -75
 2007-05-28 13:31:21 | 162995 | 591330 | SBAKOV1 |                 -80
 2007-05-28 13:34:22 | 163000 | 589780 | SBAKOV1 |               -73.5
 2007-05-28 13:31:20 | 163000 | 591335 | SBAKOV1 | -80.571403503417969
 2007-05-28 13:34:22 | 163005 | 589780 | SBAKOV1 | -69.428596496582031
 2007-05-28 13:31:20 | 163005 | 591345 | SBAKOV1 | -79.599998474121094
 2007-05-28 13:34:22 | 163010 | 589775 | SBAKOV1 |                 -70
 2007-05-28 13:31:19 | 163010 | 591355 | SBAKOV1 | -78.199996948242188
 2007-05-28 13:34:23 | 163015 | 589775 | SBAKOV1 | -71.142898559570312
 2007-05-28 13:31:19 | 163015 | 591360 | SBAKOV1 | -76.199996948242188
 2007-05-28 13:34:23 | 163020 | 589775 | SBAKOV1 | -73.142898559570312
 2007-05-28 13:34:24 | 163025 | 589770 | SBAKOV1 | -70.199996948242188
 2007-05-28 13:31:18 | 163025 | 591370 | SBAKOV1 |                 -75
 2007-05-28 13:34:24 | 163030 | 589770 | SBAKOV1 |              -67.25
 2007-05-28 13:31:18 | 163030 | 591380 | SBAKOV1 | -75.599998474121094
 2007-05-28 13:31:17 | 163035 | 591390 | SBAKOV1 |              -76.75
 2007-05-28 13:34:25 | 163040 | 589765 | SBAKOV1 |              -65.25
 2007-05-28 13:31:17 | 163040 | 591395 | SBAKOV1 | -77.599998474121094
 2007-05-28 13:34:25 | 163045 | 589760 | SBAKOV1 |              -73.75
 2007-05-28 13:31:16 | 163045 | 591405 | SBAKOV1 | -78.599998474121094
 2007-05-28 13:34:26 | 163050 | 589760 | SBAKOV1 | -69.833297729492188
 2007-05-28 13:31:16 | 163050 | 591415 | SBAKOV1 |              -79.75
