        time         |   y    |   x    |  cell   |        rscp         
 2004-10-29 00:00:00 | 412770 | 126560 | KZLATA  | -106.59999999999999
 2004-10-29 00:00:00 | 412770 | 126590 | KZLATA  | -98.599999999999994
 2004-10-29 00:00:00 | 412770 | 126600 | KZLATA  |             -104.05
 2004-10-29 00:00:00 | 412770 | 126610 | KZLATA  | -100.90000000000001
 2004-10-29 00:00:00 | 412770 | 126620 | KZLATA  | -102.90000000000001
 2004-10-29 00:00:00 | 412780 | 126570 | KZLATA  |              -106.7
 2004-10-29 00:00:00 | 412780 | 126580 | KZLATA  |             -106.05
 2004-10-29 00:00:00 | 412780 | 126590 | KZLATA  |              -108.3
 2004-10-29 00:00:00 | 412800 | 126710 | KRIBLC  | -102.40000000000001
 2004-10-29 00:00:00 | 412820 | 126710 | KRIBLC  |              -101.5
 2004-10-29 00:00:00 | 412840 | 126710 | KRIBLC  | -100.59999999999999
 2004-10-29 00:00:00 | 412860 | 126710 | KRIBLC  | -95.099999999999994
 2004-10-29 00:00:00 | 412900 | 126720 | KRIBLC  |              -102.5
 2004-10-29 00:00:00 | 412940 | 126730 | KRIBLC  | -100.40000000000001
 2004-10-29 00:00:00 | 412980 | 126740 | KRIBLC  | -86.099999999999994
 2004-10-29 00:00:00 | 413060 | 126700 | KRIBLC  |               -95.5
 2004-10-29 00:00:00 | 413060 | 126710 | KRIBLC  | -91.900000000000006
 2004-10-29 00:00:00 | 413070 | 126690 | KRIBLC  | -91.299999999999997
 2004-10-29 00:00:00 | 413070 | 126700 | KRIBLC  | -88.700000000000003
 2004-10-29 00:00:00 | 413070 | 126710 | KRIBLC  | -91.900000000000006
 2004-10-29 00:00:00 | 413080 | 126690 | KRIBLC  | -92.200000000000003
 2004-10-29 00:00:00 | 413080 | 126700 | KRIBLC  | -88.400000000000006
 2004-10-29 00:00:00 | 413080 | 126710 | KRIBLC  | -84.400000000000006
 2004-10-29 00:00:00 | 413090 | 126680 | KRIBLC  | -89.799999999999997
